id,area,feature,user_story,expected_behaviour,code_evidence,status,automated_test_status,browser_test,initial_behaviour_status,post_fix_behaviour_status,test_result,errors,fix,last_tested_at
US-163,Capture,Manual adapter override,"As an analyst on a page the extension misdetects, I force a specific adapter or force screenshot-only capture from the popup","resolveActiveAdapter(): empty = auto, OVERRIDE_NONE = force off, else forces the chosen adapter id but falls back to auto-detect if the id is stale/invalid; session-only, resets on navigation; popup row hides if content script unreachable (chrome:// pages, pre-install tabs)",extension/src/popup.ts; extension/src/serviceWorker.ts,passed,passed,,passed,passed,"Passed extension suite (14 files, 218 tests), Chrome and Firefox builds, and companion contract coverage.",,,2026-08-20T18:02:57.728Z
US-164,Capture,Right-click send to companion,"As an analyst I right-click selected text, a link, or a table anywhere on the web and choose Send to DFIR-Companion, without needing a recognized console adapter",contextMenuCapture.ts walks up from the captured contextmenu-event element to the nearest table ancestor (Chrome gives no cursor-element API); no table under cursor -> toast No table found; empty selection/rows -> toast Nothing to send; unreachable tab -> toast silently skipped (push already completed server-side),extension/src/contextMenuCapture.ts; extension/src/serviceWorker.ts,passed,passed,,passed,passed,"Passed extension suite (14 files, 218 tests), Chrome and Firefox builds, and companion contract coverage.",,,2026-08-20T18:02:57.728Z
US-165,Capture,Offline capture queue with auto-retry,"As an analyst working when the companion server is unreachable, my captures are not lost — they queue locally and flush automatically once the companion is back online","captureQueue.ts (IndexedDB) distinguishes transient failure (network error/5xx -> enqueue) from a hard rejection (4xx e.g. case missing/closed -> do not queue, amber badge); drains oldest-first, stops on first failure to preserve order, guards against concurrent drains",extension/src/captureController.ts,passed,passed,,passed,passed,"Passed extension suite (14 files, 218 tests), Chrome and Firefox builds, and companion contract coverage.",,,2026-08-20T18:02:57.728Z
US-166,Capture,Draggable push-button position,"As an analyst I drag the floating push button to a spot that does not obscure the console UI, and it stays there across reloads/tabs",position stored in chrome.storage.local; clamped into viewport on every re-injection (handles SPA re-renders and window resizes); drag past a 4px threshold suppresses the trailing click so it does not fire a spurious push,extension/src/artifactCapture.ts; extension/src/buttonPosition.ts,passed,passed,,passed,passed,"Passed extension suite (14 files, 218 tests), Chrome and Firefox builds, and companion contract coverage.",,,2026-08-20T18:02:57.728Z
US-167,Capture,Case attach/detach (extension popup),"As an analyst I pick an existing case from a dropdown to attach the extension to it, with refresh and open-dashboard shortcuts",popup.ts loadCases() populates from GET /cases (cases are only created in the dashboard); falls back to the last-used case id marked offline - last used when companion is unreachable or lacks GET /cases,extension/src/popup.ts,passed,passed,,passed,passed,"Passed extension suite (14 files, 218 tests), Chrome and Firefox builds, and companion contract coverage.",,,2026-08-20T18:02:57.728Z
US-168,Settings,Extension connection settings,"As an analyst I configure the companion URL, capture interval, and dedup threshold from the extension options page or popup","normalizeCompanionUrl() strips trailing slashes/whitespace, falls back to http://127.0.0.1:4773 default",extension/src/popup.ts; extension/src/types.ts,passed,passed,,passed,passed,"Passed extension suite (14 files, 218 tests), Chrome and Firefox builds, and companion contract coverage.",,,2026-08-20T18:02:57.728Z
US-169,Capture,Toolbar status badge and hotkey display,"As an analyst I glance at the toolbar icon/badge to see recording/idle/queued-count/rejected-case state, and see or rebind the toggle-capture hotkey",serviceWorker.ts/actionIcon.ts update badge/icon on state changes; popup showHotkey() reads the actual bound shortcut (may be unset if it conflicted at install) and links to chrome://extensions/shortcuts,extension/src/serviceWorker.ts,passed,passed,,passed,passed,"Passed extension suite (14 files, 218 tests), Chrome and Firefox builds, and companion contract coverage.",,,2026-08-20T18:02:57.728Z
US-170,Case Management,Cancelable case-loading overlay,As an analyst I see when a case is loading and can dismiss a slow load,"Selecting a case shows a blocking loading overlay; Dismiss aborts in-flight requests, retires that live case connection, and prevents late responses or events from replacing the current view.",public/js/dashboard-case-connect.js; public/js/case-load-progress.js; public/dashboard.html,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-171,AI Analysis,Evidence-grounded synthesis safeguards,As an analyst I receive findings that are grounded in the collected evidence and prior investigative work,"Synthesis conditions on prior notebook/work-log context, selects chain-relevant evidence, records explicit related event/IOC references, validates answer contradictions, and prevents intel-only verdicts from being presented as confirmed compromise without corroboration.",companion/src/analysis/pipeline.ts; companion/src/analysis/synthSelect.ts; companion/src/analysis/answerContradiction.ts; companion/src/analysis/findingGrounding.ts; companion/src/analysis/pipeline.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-172,Dashboard Panel,Structured evidence gaps,As an analyst I see which ATT&CK tactics lack evidence and what artifact could close each gap,"GET /cases/:id/known-unknowns returns structured gap items with tactic, rationale, and collection directives; the Evidence Gaps panel and exported report render the same tasking.",companion/src/analysis/knownUnknowns.ts; companion/src/routes/timeline.ts; companion/tests/server/knownUnknowns.test.ts,passed,passed,workflows/panels.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/panels.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-173,Investigation Workflow,Collection directives and satisfaction,As an analyst I deploy an evidence-collection directive and can see when later imports satisfy it,Structured collect directives become playbook tasks and report entries; POST /cases/:id/velociraptor/collect-directive resolves a supported artifact and deploys it; imports mark matching directives satisfied so the AI does not repeatedly request the same evidence.,companion/src/analysis/collectDirective.ts; companion/src/analysis/collectDirectiveResolve.ts; companion/src/analysis/collectSatisfaction.ts; companion/tests/server/collectDirective.test.ts,passed,passed,workflows/finalSurfaces.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/finalSurfaces.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-174,AI Analysis,Synthesis coverage audit,As an analyst I know whether AI synthesis covered the material evidence or hit a selection limit,Synthesis metadata records selection counts and context-prefix coverage; cap-hit or truncated-log conditions surface warnings instead of silently implying full coverage.,companion/src/analysis/synthMeta.ts; companion/src/analysis/synthSelect.ts; companion/tests/analysis/synthMeta.test.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-175,Evidence Import,Source-yield instrumentation,As an analyst I can tell when an import produced no useful forensic evidence,Import metadata records source yield and flags zero-yield imports so an apparently successful upload is not mistaken for evidence coverage.,companion/src/analysis/importMeta.ts; companion/tests/analysis/importMeta.test.ts,passed,passed,workflows/importOperations.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/importOperations.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-176,Investigation Workflow,Second-look collection loop,As an analyst I can collect a bounded second look and get one updated synthesis,"The second-look workflow re-queries bounded raw evidence, avoids uncontrolled loops, re-synthesizes once, and includes collection leads in the report.",companion/src/analysis/secondLook.ts; companion/tests/analysis/secondLook.test.ts; companion/tests/reports/reportSecondLookLeads.test.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-177,False Positive Handling,Deterministic false-positive cascade,As an analyst I expect dependent conclusions to update immediately when their anchor evidence is dismissed,Marking an event false-positive synchronously neutralizes dependent key questions and next steps and flags linked hypotheses before any optional AI re-synthesis.,companion/src/analysis/fpCascade.ts; companion/tests/server/fpCascade.test.ts,passed,passed,workflows/finalSurfaces.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/finalSurfaces.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-178,Investigation Workflow,Rabbit-hole relevance detection,As an analyst I can identify investigative branches that are disconnected or low relevance,The app scores connectedness and evidence relevance and surfaces a rabbit-hole verdict with the supporting rationale rather than silently consuming analyst time.,companion/src/analysis/findingRelevance.ts; companion/tests/analysis/rabbitHoleSurfaces.test.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-179,Hypotheses,ACH-style hypothesis analysis,"As an analyst I compare hypotheses using contradictions, discriminators, and evidence exhaustion","Hypothesis projections identify supporting and contradicting evidence, discriminating observations, and collection exhaustion, with dated status history preserved.",companion/src/analysis/hypothesis.ts; companion/src/analysis/hypothesis.ts; companion/tests/analysis/achHypotheses.test.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-180,False Positive Handling,Prevalence baseline and proactive propagation,As an analyst I see how common an event pattern is and can apply a confirmed false-positive pattern consistently,"Per-case prevalence biases rare evidence upward, the dashboard shows prevalence, and a stored false-positive fingerprint propagates only to deterministic pattern matches.",companion/src/analysis/prevalence.ts; companion/src/analysis/fpPropagation.ts; companion/tests/analysis/prevalence.test.ts; companion/tests/analysis/fpPropagation.test.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-181,Timeline,Content-based event tagger,As an analyst I apply and manage Timesketch-style content rules to label matching events,"GET/PUT /tagger/rules manages validated rules; POST /cases/:id/tagger/run applies them, clear removes generated tags, suggest-rule converts natural language to a bounded rule, preview returns matching events, and add/remove/reset update the editable rule set.",companion/src/routes/tagger.ts; companion/src/analysis/tagger.ts; companion/tests/analysis/tagger.test.ts; companion/tests/analysis/taggerRuleSuggest.test.ts,passed,passed,workflows/caseData.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/caseData.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
